L.x,F.x,R.x,N.x,T.x,country,ID_fine,ID,plot.x,div.x,rich.x,L.y,F.y,R.y,N.y,T.y,div.y,rich.y,n_nh4,n_no3,ID_site,latitude,longitude,survey_year,code_country,sum_canopy,mean_temp,mean_summer_temp,mean_winter_temp,mean_precip,n,p,N.P,species_name,grp_tree_species,ID_siteplot
4.97643776158735,3.5354208649821732,5.3568439001705155,4.256394357463959,5.488451402883273,France,2005_1_4_22,2005_1_4,22,1.9880648983053402,13,5.0769230769230775,4.615384615384616,3.1538461538461537,5.461538461538462,3.0769230769230766,0.9110175397125628,3,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,100,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_22
3.9006198760247957,4.77004599080184,5.0589882023595285,5.130173965206959,5.74885022995401,France,2005_1_4_23,2005_1_4,23,1.9209376191818122,13,5.125,4.375,1.375,5.75,1.25,0.7356219397587946,3,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,100.5,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_23
4.102564102564103,4.871794871794872,3.8974358974358974,4.435897435897436,4.871794871794872,France,2005_1_4_24,2005_1_4,24,2.0096298283806724,9,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.666666666666666,3.333333333333333,1.0986122886681096,3,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,55.5,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_24
3.7770700636942673,4.636942675159236,5.248407643312102,5.140127388535032,5.630573248407644,France,2005_1_4_25,2005_1_4,25,1.7960420824945846,14,4.555555555555555,3.8888888888888884,1.2222222222222223,5.555555555555555,1.1111111111111112,1.0027182645175161,4,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,67.5,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_25
4.072727272727272,4.463636363636364,5.127272727272727,4.854545454545454,5.990909090909091,France,2005_1_4_26,2005_1_4,26,2.063423116495362,12,5.5,5.5,5.5,5,5,0.6931471805599453,2,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,125.5,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_26
4.226852629810116,4.773147370189885,4.958326331708956,4.966392202991094,5.730969584943707,France,2005_1_4_27,2005_1_4,27,2.2524169555770173,17,4.857142857142857,4.285714285714286,0.5714285714285714,5.571428571428571,0.5714285714285714,0.410116318288409,2,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,100,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_27
4.157894736842105,4.2894736842105265,4.482456140350877,4.631578947368421,6.052631578947368,France,2005_1_4_28,2005_1_4,28,2.19166952363418,16,5.384615384615384,5.538461538461538,5.384615384615384,4.846153846153847,4.9230769230769225,0.9110175397125628,3,NA,NA,1_4,47.2722,-0.015200000000000002,2005,1,125,11.7,18.6,4.8,671,27,1.18,22.88135593220339,Quercus robur,broadleaves,1_4_28
5.134360661414594,3.2079473638646,3.848151675179638,3.2428361180850147,1.8656393385854029,France,2005_1_40_11,2005_1_40,11,2.6459440932673575,45,4.107593430135681,5.85717686265175,2.9645322542251846,2.035824803618186,2.410854558438467,1.0792222405624619,7,NA,NA,1_40,46.31,6.0344,2005,1,77.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_11
4.403846153846153,3.0817307692307696,2.8124999999999996,3.4182692307692304,1.4807692307692304,France,2005_1_40_12,2005_1_40,12,2.3344685472336852,31,4.084451901565996,5.9161073825503365,2.9163870246085013,2.042086129753915,2.916107382550336,0.5193714682437477,6,NA,NA,1_40,46.31,6.0344,2005,1,105.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_12
4.803468208092486,4.054913294797689,4.144508670520231,3.748554913294798,2.407514450867053,France,2005_1_40_13,2005_1_40,13,2.768306350205611,38,4.087870383885564,5.868632316450152,3.0877244197927305,2.0219675959713905,2.6606334841628954,0.9771081918736618,8,NA,NA,1_40,46.31,6.0344,2005,1,80.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_13
4.95,3.291666666666667,3.8666666666666663,3.45,2.3291666666666666,France,2005_1_40_14,2005_1_40,14,2.6092147414858347,33,4.128505242623751,5.841502072665204,3.0185320653499152,2.0184101438673494,2.4391611801999513,1.0220326990792956,8,NA,NA,1_40,46.31,6.0344,2005,1,43.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_14
4.399339933993399,3.772277227722772,3.3795379537953805,3.534653465346535,2.2673267326732676,France,2005_1_40_15,2005_1_40,15,2.4416130083807746,32,4.382110469909316,5.23742786479802,3.6702390766694144,2.0002061005770813,1.7943116240725472,1.3115016627732103,7,NA,NA,1_40,46.31,6.0344,2005,1,37.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_15
4.463414634146342,3.146341463414635,3.1658536585365864,3.8146341463414646,1.3804878048780493,France,2005_1_40_16,2005_1_40,16,2.511520587039654,32,4.500624739691795,5.250312369845897,3.4377342773844233,2.06268221574344,1.7505206164098293,1.2671612702624113,6,NA,NA,1_40,46.31,6.0344,2005,1,90.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_16
4.46031746031746,3.0846560846560838,3.428571428571429,3.682539682539683,2.0634920634920633,France,2005_1_40_17,2005_1_40,17,2.3628916979477927,31,4.028673835125448,5.943406904357668,3.0567817392944727,2.0566874174684022,2.5897000565930957,0.8826405351172923,6,NA,NA,1_40,46.31,6.0344,2005,1,117.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_17
4.557894736842106,3.105263157894737,3.142105263157894,3.863157894736842,2.2421052631578946,France,2005_1_40_18,2005_1_40,18,2.3267387471630765,27,4.124655267512411,5.834528405956978,2.979591836734694,2.0070325427468285,2.827633756205185,0.5945329621396768,8,NA,NA,1_40,46.31,6.0344,2005,1,102.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_18
5.255193905817175,3.234331717451524,3.693213296398892,3.3253116343490303,1.796485457063712,France,2005_1_40_21,2005_1_40,21,2.600080241615319,41,4.107593430135681,5.85717686265175,2.9645322542251846,2.035824803618186,2.410854558438467,1.0792222405624619,7,NA,NA,1_40,46.31,6.0344,2005,1,77.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_21
5.052812858783008,3.1482013011863765,3.622464600076541,3.3061615001913514,1.7034060466896288,France,2005_1_40_22,2005_1_40,22,2.3037170742911037,29,4.084451901565996,5.9161073825503365,2.9163870246085013,2.042086129753915,2.916107382550336,0.5193714682437477,6,NA,NA,1_40,46.31,6.0344,2005,1,105.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_22
4.865664972351001,3.838183544657321,4.137127855666648,3.6817293191085287,2.461095905714126,France,2005_1_40_23,2005_1_40,23,2.9816974034018537,47,4.087870383885564,5.868632316450152,3.0877244197927305,2.0219675959713905,2.6606334841628954,0.9771081918736618,8,NA,NA,1_40,46.31,6.0344,2005,1,80.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_23
5.000000000000001,3.539887599445296,3.543536968104519,3.934019414641267,2.3832566965914905,France,2005_1_40_24,2005_1_40,24,2.726187430870501,39,4.128505242623751,5.841502072665204,3.0185320653499152,2.0184101438673494,2.4391611801999513,1.0220326990792956,8,NA,NA,1_40,46.31,6.0344,2005,1,43.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_24
4.5377643504531715,3.9335347432024164,3.0936555891238675,3.8882175226586106,2.2990936555891235,France,2005_1_40_25,2005_1_40,25,2.4985285869183653,31,4.382110469909316,5.23742786479802,3.6702390766694144,2.0002061005770813,1.7943116240725472,1.3115016627732103,7,NA,NA,1_40,46.31,6.0344,2005,1,37.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_25
4.735449735449735,3.095238095238095,3.402116402116402,4.031746031746032,1.746031746031746,France,2005_1_40_26,2005_1_40,26,2.561476780263426,30,4.500624739691795,5.250312369845897,3.4377342773844233,2.06268221574344,1.7505206164098293,1.2671612702624113,6,NA,NA,1_40,46.31,6.0344,2005,1,90.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_26
4.512715340442986,3.163453650533223,3.3993027071369983,3.850492206726826,2.0773174733388027,France,2005_1_40_27,2005_1_40,27,2.3740645527066127,29,4.028673835125448,5.943406904357668,3.0567817392944727,2.0566874174684022,2.5897000565930957,0.8826405351172923,6,NA,NA,1_40,46.31,6.0344,2005,1,117.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_27
4.5956284153005464,3.054644808743169,3.147540983606557,3.846994535519125,2.185792349726776,France,2005_1_40_28,2005_1_40,28,2.2362421368078715,25,4.124655267512411,5.834528405956978,2.979591836734694,2.0070325427468285,2.827633756205185,0.5945329621396768,8,NA,NA,1_40,46.31,6.0344,2005,1,102.5,7.4,15.4,-0.8,1238,11,1.07,10.2803738317757,Picea abies,conifers,1_40_28
5.531313131313133,3.2560606060606068,2.1691919191919196,3.978787878787879,3.5808080808080818,France,2005_1_41_11,2005_1_41,11,2.7529829000409065,29,5.817708333333333,4.119791666666667,4.796875,2.9895833333333335,3.8750000000000004,0.43802318938532514,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,68.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_11
6.379894798363529,3.3249561659848044,1.9853886616014025,3.6212741087083575,3.4979544126241966,France,2005_1_41_12,2005_1_41,12,2.3013204321028806,25,5.870503597122302,4.0359712230215825,4.870503597122301,3,3.7482014388489207,0.5151230412015122,10,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_12
6.171717171717172,3.4819245082402985,2.9883040935672525,4.056087187666137,2.5765550239234454,France,2005_1_41_13,2005_1_41,13,2.761442714058709,32,5.653658536585366,3.9853658536585366,4.634146341463415,3.0439024390243903,3.6682926829268294,0.7042793806111484,11,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,62.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_13
5.520209224916783,3.050404184498335,2.0485021398002847,3.309557774607703,3.4308131241084157,France,2005_1_41_14,2005_1_41,14,2.466675327751587,20,5.838262861903771,4.0419704228285775,4.853988752343262,3.010414496979796,3.8124349093938763,0.4400501836255885,10,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,62.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_14
5.498721227621483,3.2225063938618934,2.426854219948849,4.117135549872124,2.977493606138107,France,2005_1_41_15,2005_1_41,15,2.857048159469859,33,5.802816901408451,4.140845070422536,4.845070422535212,3.014084507042254,3.880281690140845,0.5541345872243291,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_15
6.461467608228433,3.2806263432606695,2.679459625422167,3.939821922014123,2.602087810868898,France,2005_1_41_16,2005_1_41,16,2.6996071431462907,27,5.679802955665025,4.004926108374384,4.67487684729064,3.039408866995074,3.669950738916256,0.6489706455536678,9,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,37.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_16
6.088882370196537,3.32208858902904,2.851569375183338,4.231446171897918,3.3499559988266348,France,2005_1_41_17,2005_1_41,17,2.8133679402600955,32,5.87218045112782,3.992481203007519,4.857142857142857,3.007518796992481,3.8721804511278197,0.35246027737372637,9,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_17
5.813460739509762,2.9771499792272533,1.9796427087660982,3.873286248442043,3.1005400914000827,France,2005_1_41_18,2005_1_41,18,2.5455787902392206,25,5.893939393939394,4.015151515151516,4.909090909090909,3.0378787878787876,3.9393939393939394,0.3105351258985856,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_18
5.699675729608382,3.5879271638812655,2.651783487153903,4.500873035669742,3.6605138438513336,France,2005_1_41_21,2005_1_41,21,2.784093044063414,29,5.817708333333333,4.119791666666667,4.796875,2.9895833333333335,3.8750000000000004,0.43802318938532514,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,68.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_21
6.1758844045839565,2.952167414050823,1.310413552566019,3.6756352765321383,2.3527653213751876,France,2005_1_41_22,2005_1_41,22,2.3668850310592306,22,5.870503597122302,4.0359712230215825,4.870503597122301,3,3.7482014388489207,0.5151230412015122,10,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_22
5.951883507439063,3.192149414371636,2.8091168091168086,3.9211775878442543,2.967394745172523,France,2005_1_41_23,2005_1_41,23,2.6257148102942005,27,5.653658536585366,3.9853658536585366,4.634146341463415,3.0439024390243903,3.6682926829268294,0.7042793806111484,11,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,62.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_23
5.7228962818003914,2.906066536203522,1.5909980430528377,3.50880626223092,2.823874755381604,France,2005_1_41_24,2005_1_41,24,2.468761103725598,21,5.838262861903771,4.0419704228285775,4.853988752343262,3.010414496979796,3.8124349093938763,0.4400501836255885,10,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,62.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_24
5.494041450777202,3.199481865284974,2.3813471502590673,4.030310880829015,3.0523316062176167,France,2005_1_41_25,2005_1_41,25,2.8247191413835027,32,5.802816901408451,4.140845070422536,4.845070422535212,3.014084507042254,3.880281690140845,0.5541345872243291,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_25
6.549567531603461,3.5668662674650697,2.8343313373253496,4.299068529607452,2.4001996007984032,France,2005_1_41_26,2005_1_41,26,2.673604511619716,26,5.679802955665025,4.004926108374384,4.67487684729064,3.039408866995074,3.669950738916256,0.6489706455536678,9,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,37.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_26
6.3220720720720704,3.1769626769626775,2.5173745173745172,3.7580437580437582,3.300514800514801,France,2005_1_41_27,2005_1_41,27,2.7561832176089713,30,5.87218045112782,3.992481203007519,4.857142857142857,3.007518796992481,3.8721804511278197,0.35246027737372637,9,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_27
5.929193899782135,3.052287581699347,2.2538126361655775,4.019607843137255,3.3053740014524324,France,2005_1_41_28,2005_1_41,28,2.648203234006713,24,5.893939393939394,4.015151515151516,4.909090909090909,3.0378787878787876,3.9393939393939394,0.3105351258985856,8,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,65.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_28
5.561838524342306,4.364076201995767,2.892651950408225,3.5491381917145453,3.691563350468702,France,2005_1_41_61,2005_1_41,61,2.7371724357430174,28,5.994318181818182,4,4.994318181818182,2.9943181818181817,3.977272727272727,0.035043395966475925,2,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,90.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_61
6.101526211015262,2.4406104844061045,2.0431320504313204,3.3390842733908417,2.72063702720637,France,2005_1_41_62,2005_1_41,62,2.353962442523331,22,5.955056179775281,3.98314606741573,4.96629213483146,3.0112359550561796,3.955056179775281,0.10404453098525958,4,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_62
6.765116279069768,3.6691029900332213,3.478405315614618,3.788704318936877,2.9637873754152824,France,2005_1_41_63,2005_1_41,63,2.8606043605125713,35,5.983050847457627,4.011299435028248,4.977401129943503,2.994350282485876,3.9661016949152543,0.06972292219747345,3,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_63
6.279475982532752,2.970056144728634,2.567061759201497,3.5009357454772307,3.7149095446038682,France,2005_1_41_64,2005_1_41,64,2.4689519710809917,20,5.994318181818182,4,4.994318181818182,2.9943181818181817,3.977272727272727,0.035043395966475925,2,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_64
5.762717893987905,3.9121309142653864,2.7545357524012806,3.822127356812522,3.0857346140163635,France,2005_1_41_65,2005_1_41,65,2.7060201171257687,32,5.994318181818182,4,4.994318181818182,2.9943181818181817,3.977272727272727,0.035043395966475925,2,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,100,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_65
6.806643356643358,4.072727272727273,2.9290209790209794,4.143706293706295,3.691958041958043,France,2005_1_41_66,2005_1_41,66,2.744604718202314,32,5.900552486187846,3.983425414364641,4.911602209944752,3.0110497237569063,3.9171270718232045,0.20491943216850556,7,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_66
7.7094685729700565,5.575937415700029,2.4607499325600215,3.7693552738063127,3.8769894793633664,France,2005_1_41_67,2005_1_41,67,2.212064958904858,27,5.955056179775281,3.98314606741573,4.96629213483146,3.0056179775280896,3.955056179775281,0.10404453098525958,4,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,87.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_67
6.671918443002779,3.3772011121408703,2.3058387395736792,3.7219647822057467,3.371640407784986,France,2005_1_41_68,2005_1_41,68,2.5339859569799907,26,5.9943820224719095,4.00561797752809,4.9831460674157295,2.98314606741573,3.9662921348314604,0.10404453098525958,4,0.635,0.6533333333333333,1_41,45.452,2.5758,2005,1,90.5,9.3,16.3,2.3,803,13.8,1.55,8.903225806451614,Picea abies,conifers,1_41_68
5.996005326231691,0.33288948069241014,2.796271637816245,3.129161118508655,2.270306258322237,France,2005_1_42_11,2005_1_42,11,1.283092821394038,6,4.836625863531693,4.472912374257666,2.963883165676888,2.181917343352321,2.345533874681857,1.581899941119018,9,NA,NA,1_42,47.0033,4.0706,2005,1,43.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_11
4.863523573200991,0.6327543424317618,1.9900744416873448,2.8610421836228284,1.260545905707196,France,2005_1_42_12,2005_1_42,12,0.7822193338085319,6,4.795056514718669,4.496956899764005,3.0003726245186937,2.199105701155136,2.3358588995155882,1.5365811320063685,10,NA,NA,1_42,47.0033,4.0706,2005,1,46.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_12
6.104212860310422,0.5543237250554324,3.1042128603104215,3.2150776053215084,3.780487804878049,France,2005_1_42_13,2005_1_42,13,1.0162607026710104,5,4.535727824109174,4.90068233510235,2.9765921152388173,2.1755117513267628,2.5167740712661106,1.3222106608995714,11,NA,NA,1_42,47.0033,4.0706,2005,1,65.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_13
5.942307692307691,0,1.9807692307692306,2.9423076923076916,0.19230769230769232,France,2005_1_42_14,2005_1_42,14,0.18968313643897927,3,4.900429274421526,4.476599308972881,3.214741911841692,2.335148152025966,2.6074756569992665,1.7300068663300652,11,NA,NA,1_42,47.0033,4.0706,2005,1,80.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_14
3.1067961165048543,2.524271844660194,1.0679611650485437,1.5922330097087378,2.5145631067961163,France,2005_1_42_15,2005_1_42,15,0.8366484004353192,5,4.1499999999999995,3.8555555555555556,2.544444444444444,2.388888888888889,2.033333333333333,1.5739541481371329,9,NA,NA,1_42,47.0033,4.0706,2005,1,38,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_15
4.9607843137254894,0,2.941176470588235,2.941176470588235,0.09803921568627451,France,2005_1_42_16,2005_1_42,16,0.09650896073594732,2,4.298382173382174,4.977106227106227,3.1909340659340657,2.24435286935287,2.2597680097680097,1.2987834785728292,10,NA,NA,1_42,47.0033,4.0706,2005,1,40.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_16
5.624378109452737,1.2686567164179106,2.5024875621890548,2.8731343283582094,2.7636815920398012,France,2005_1_42_17,2005_1_42,17,2.1038918842129055,10,4.693653173413293,4.561969015492254,2.9746376811594204,2.23175912043978,2.3625687156421793,1.5113763587163096,12,NA,NA,1_42,47.0033,4.0706,2005,1,40.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_17
5.980198019801981,0.016501650165016504,2.0033003300330035,2.9801980198019806,0.03300330033003301,France,2005_1_42_18,2005_1_42,18,0.06642342466164522,4,4.219251336898396,5.2727272727272725,3.1016042780748667,2.1978609625668453,2.4545454545454546,1.1705314901728008,9,NA,NA,1_42,47.0033,4.0706,2005,1,40.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_18
6.077812828601472,0.2628811777076761,2.8953732912723447,3.131440588853838,4.17981072555205,France,2005_1_42_21,2005_1_42,21,0.677807602950169,6,4.389312977099236,4.885496183206107,3.0992366412213737,2.152671755725191,2.213740458015267,1.296191542845722,8,NA,NA,1_42,47.0033,4.0706,2005,1,43.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_21
3.086538461538461,2.4519230769230766,2.951923076923076,3.9230769230769225,2.5192307692307687,France,2005_1_42_22,2005_1_42,22,0.8828303169989247,6,4.580055992534328,4.786695107319024,3.45367284362085,2.3070257299026795,2.480469270763898,1.3492146618318468,9,NA,NA,1_42,47.0033,4.0706,2005,1,46.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_22
5.885052248977737,0.11358473421172194,2.8850522489777375,3.044070876874148,3.50068150840527,France,2005_1_42_23,2005_1_42,23,0.9800372014846682,6,4.195071868583162,5.2865016751323894,3.0974818977628877,2.194747649411002,2.44893548038474,1.1188039414703586,10,NA,NA,1_42,47.0033,4.0706,2005,1,65.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_23
6.005698005698006,0.014245014245014245,2.150997150997151,3.0056980056980063,0.7236467236467237,France,2005_1_42_24,2005_1_42,24,0.42849023295798083,3,4.445555335577113,5.094139774302119,3.322114432785587,2.2280736487824195,2.614333795288062,1.2055371053753592,12,NA,NA,1_42,47.0033,4.0706,2005,1,40.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_24
6.237623762376238,0.6311881188118812,2.495049504950495,3.2475247524752473,1.1386138613861387,France,2005_1_42_25,2005_1_42,25,0.7976103162292815,7,4.455089820359281,4.706586826347304,3.323353293413174,2.1017964071856285,1.5508982035928143,1.1112612934875141,9,NA,NA,1_42,47.0033,4.0706,2005,1,63,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_25
6.398058252427184,2.4757281553398056,3.941747572815534,3.9611650485436893,2.0388349514563107,France,2005_1_42_26,2005_1_42,26,0.8366484004353192,5,4.323256180129114,4.929302472051646,3.14989765391277,2.1733585262163437,2.196976854038734,1.2384481604913116,10,NA,NA,1_42,47.0033,4.0706,2005,1,40.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_26
5.990990990990992,0.9189189189189191,2.990990990990991,3.172972972972973,3.8126126126126128,France,2005_1_42_27,2005_1_42,27,1.4736699268024764,11,4.330827067669173,4.977443609022557,3.1954887218045114,2.2481203007518795,2.2706766917293235,1.3651629836611425,10,NA,NA,1_42,47.0033,4.0706,2005,1,65.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_27
6.002832861189803,0.014164305949008499,2.15014164305949,2.9886685552407934,0.7280453257790369,France,2005_1_42_28,2005_1_42,28,0.46494994739146217,5,4.225579606636633,5.252829359411053,3.132073398527634,2.1759147346445444,2.467091528403472,1.091935901914966,10,NA,NA,1_42,47.0033,4.0706,2005,1,52.5,8.5,15.9,0.8,927,11.6,1.2,9.666666666666666,Picea abies,conifers,1_42_28
4.75838192419825,2.9562161599333603,2.896241149521033,2.601884631403582,1.8618284048313203,France,2005_1_43_11,2005_1_43,11,2.472979433922715,37,6.8188405797101455,3.971014492753623,4.7898550724637685,2.920289855072464,2.847826086956522,0.39797592578384017,4,NA,NA,1_43,45.3512,6.4723,2005,1,87.5,3.4,11.1,-4.2,1399,11.8,1.76,6.704545454545455,Picea abies,conifers,1_43_11
4.991967185096565,1.6324559904289868,2.461972312425227,1.897624337720048,1.1629635959665012,France,2005_1_43_12,2005_1_43,12,1.6838783131389803,19,6.037878787878788,4,2.1515151515151514,2.0454545454545454,2.977272727272727,0.2290915136609468,3,NA,NA,1_43,45.3512,6.4723,2005,1,65.5,3.4,11.1,-4.2,1399,11.8,1.76,6.704545454545455,Picea abies,conifers,1_43_12
5.238128799224737,1.1236895427715616,2.4228702316976474,1.951458021319707,1.14113293982909,France,2005_1_43_13,2005_1_43,13,1.5838075647742096,16,6.06896551724138,4,2.206896551724138,2,2.7241379310344827,0.49679636985044645,3,NA,NA,1_43,45.3512,6.4723,2005,1,87.5,3.4,11.1,-4.2,1399,11.8,1.76,6.704545454545455,Picea abies,conifers,1_43_13
5.113311629589436,2.299963827093506,2.57397359377826,2.453517815156448,1.5796708265509134,France,2005_1_43_14,2005_1_43,14,2.1645858982878936,28,6.06896551724138,4,2.206896551724138,2,2.7241379310344827,0.49679636985044645,3,NA,NA,1_43,45.3512,6.4723,2005,1,37.5,3.4,11.1,-4.2,1399,11.8,1.76,6.704545454545455,Picea abies,conifers,1_43_14
5.135470265710669,4.15672711935892,4.09295655841417,4.118684099536059,2.266301138760017,France,2005_1_43_15,2005_1_43,15,2.977921261902328,41,5.878048780487806,4.073170731707317,2.5609756097560976,2.317073170731707,2.878048780487805,0.9626823529181373,7,NA,NA,1_43,45.3512,6.4723,2005,1,37.5,3.4,11.1,-4.2,1399,11.8,1.76,6.704545454545455,Picea abies,conifers,1_43_15
